"id";"Q1#1_1_1";"Q1#1_2_1";"Q1#1_3_1";"Q1#1_4_1";"Q1#1_5_1";"Q1#2_1";"Q1#2_2";"Q1#2_3";"Q1#2_4";"Q1#2_5";"Q2";"Q3";"Q4";"Q5";"Q5_1_TEXT";"Q5_2_TEXT";"Q5_3_TEXT";"Q6";"Q7";"Q8";"Q8_2_TEXT";"Q9#1_1_1";"Q9#1_2_1";"Q9#1_3_1";"Q9#2_1";"Q9#2_2";"Q9#2_3";"Q10";"Q10_2_TEXT";"Q11";"Q12";"Q13";"Q13_6_TEXT";"Q14";"Q15";"Q15_2_TEXT";"Q16";"Q16_2_TEXT";"Q17";"Q17_3_TEXT";"Q18";"Q19";"Q20"
45;"In hoeverre kunnen de leerdoelen en competenties nog worden getoetst binnen een gewijzigde toetsvorm?";"In hoeverre kan bij online toetsen het frauderisico worden beperkt?";NA;NA;NA;"0";"1";NA;NA;NA;"Risico van fraude. De instelling staat geen proctoring toe waardoor m.n. 'schriftelijke' toetsen op afstand fraudegevoelig zijn.";"Alle toetsen waarvan de toetsvorm is gewijzigd zijn aan de examencommissie voorgelegd ter goedkeuring. Bij het geven van toestemming zijn o.a. aanwijzingen gegeven voor fraudebestrijding.";"De toetscommissie borgt de kwaliteit van de afgenomen toetsen door toetsen te reviewen. De toetsen met gewijzigde toetsvorm komen daarbij ook aan bod. Daarnaast vraagt de examencommissie aan de opleidingen van alle gewijzigde toetsen een evaluatie waarbij o.a. wordt ingegaan op rendement en frauderisico.";"Deze kwaliteitsaspecten wegen even zwaar, omdat...";NA;"de examencommissie geen concessies wil doen aan de kwaliteit van de toetsing waardoor de 'waarde van het diploma' in het geding zou kunnen komen.";NA;"De instelling staat geen online proctoring toe. Er zijn dus eigenlijk geen nieuwe vormen van surveillance gebruikt. Bij toetsen waarbij het frauderisico te groot is, is besloten deze alsnog op locatie te toetsen.";"Een volledig uitgewerkt en beproefd protocol.";"Nee";NA;NA;NA;NA;NA;NA;NA;"Ja, namelijk ...";"Samenwerken/contact hebben tijdens online toetsing (bijvoorbeeld via telefoon, mail etc.)";"Bij vastgestelde fraude volgt ongeldigverklaring en een sanctie. Bij de aanvragen voor goedkeuring van gewijzigde toetsvormen geeft de examencommissie aanwijzingen voor fraudepreventie.";"Ja, wij zien een toename met ca. 1 tot 10%";"Gesloten vragen (o.a. multiple-choice, ja/nee, invulvragen),Open vragen (o.a. korte of lange essayvragen)";NA;NA;"Nee";NA;"Ja, dit heeft de volgende gevolgen:";"Bij een onregelmatigheid beslist de instituutsdirectie over een evt. sanctie. Bij fraude beslist de examencommissie.";"hbo";NA;"Groot (meer dan 25.000 studenten)";"Ja, mijn antwoorden mogen publiek gedeeld worden";NA
46;"De rolverdeling tussen examinatoren en examencommissies is onduidelijk geweest: in de communicatie van onze faculteit is het niet helder geweest op welk niveau besluiten over aanpassingen in de toetsing moeten worden genomen. In de praktijk hebben examinatoren de toetsing kunnen aanpassen en hebben ze de examencommissie geïnformeerd.";"We maken ons grotere zorgen over de kwaliteit van het onderwijs dan over de aanpassing van de toetsvormen. Het lijkt ons onmogelijk dezelfde kwaliteit onderwijs te bieden online.";NA;NA;NA;"1";"1";NA;NA;NA;"Niets.

Voor corona waren veel van onze toetsen 'op afstand', namelijk in de vorm van take-home tentamens en papers. Tijdens corona hebben we vooral schriftelijke tentamens omgezet in take-home tentamens.

Na corona keren we terug naar het oude regime. We vinden het niet wenselijk om schriftelijke tentamens op afstand te doen en we willen geen multiple choice tentamens.

";"In overleg met examinatoren hebben we voor een aantal vakken naar alternatieve toetsvormen gezocht. In de praktijk hebben we vooral schriftelijke tentamens omgezet in take-home tentamens.

We hebben herhaaldelijk het faculteitsbestuur om heldere instructies gevraagd over de rol en verantwoordelijkheid van de examencommissie hierin. We hadden graag gezien dat de veranderingen in toetsvorm zichtbaar zouden worden gemaakt in de Studiegids (omdat het gaat om een afwijking van de OER), maar de faculteit vond dat onwerkbaar en heeft volstaan met een algemeen bericht aan alle studenten dat er i.v.m. corona kan worden afgweken van de bepalingen in de studiegids.

";"We houden zelf een overzicht bij met alle veranderingen in toetsing, deels voor onszelf, deels voor de volgende onderwijsvisitatie.";"Deze kwaliteitsaspecten wegen even zwaar, omdat...";NA;"We hebben relatief weinig aanpassingen hoeven doen.";NA;"N.v.t.";"N.v.t.
We hebben online proctoring niet gebruikt en willen dat ook niet.";"Nee";NA;"Heldere instructies van de faculteit.";NA;NA;"Nee";NA;NA;"Nee";NA;NA;NA;"Gesloten vragen (o.a. multiple-choice, ja/nee, invulvragen)";NA;"N.v.t.";"Nee";NA;"Ja, dit heeft de volgende gevolgen:";"We hebben heel weinig zaken, maar het beginsel is dat beide typen zaken bij de examencommissie gemeld worden, maar dat onregelmatigheidszaken werder door de docent zelf worden afgehandeld en fraudezaken bij de examencommissie.";"wo";NA;"Groot (meer dan 25.000 studenten)";"Ja, mijn antwoorden mogen publiek gedeeld worden";NA
50;"Borging van de toetsing op afstand.";"Minimum aantal MC vragen en een daarbij behorend tijdslot";"Omzetting van bestaande toetsen naar online toetsen.";"In hoeverre is Proctoring een effectief middel om fraude tegen te gaan?";"Spanningsveld tussen MT en examencommissie over de online toetsing";"1";"1";"1";"1";"1";"- Digitaal toetsbeleid moet er komen. 
- Deskundigheidsbevordering bij examinatoren/examencommissie om uitspraken te kunnen doen over de betrouwbaarheid en de validiteit van de afgenomen toetsen.
- Andere systemen om toetsen te kunnen afnemen en te kunnen surveilleren.";"- vooraf goedkeuring geven aan de alternatieve toetsing
- daarna evaluatie van de afgenomen toetsing
- flexibele houding van de examencommissie bij de eerste lockdown om de toetsing doorgang te laten vinden en studievertraging bij de studenten te voorkomen.";"-  het opstellen van een digitaal toetsbeleid op de agenda van het MT zetten en het belang daarvan blijven benadrukken in diverse overleggen.
- extra aandacht daarvoor vragen in de evaluatie van de toetsing.";"Deze kwaliteitsaspecten wegen zwaarder, omdat...";NA;NA;"de toetsvorm en de wijze van afname maakt dat het ingewikkelder is om dit te vast te stellen en dat maakt dat voelt alsof het zwaarder weegt omdat de noodzaak maakt dat je er meer mee bezig bent.";"Dit is redelijk beperkt geweest. Proctoring werd op een gegeven moment gebruikt binnen de HU, maar ook niet door alle opleidingen vanwege de privacy.

Examencommissie is van mening dat dit niet een afdoende middel is om te surveilleren en onregelmatigheden te constateren of tegen te gaan.";"Niet inzetten. Het beeldmateriaal levert geen afdoende bewijs van mogelijke onregelmatigheden. Het is te arbeidsintensief om alle signalen te controleren. En wat zegt het beeldmateriaal dan? Kortom: het is een wassen neus.";"Ja, namelijk...";"Op dit moment is het niet mogelijk om vast stellen of dit nodig is.";"richtlijnen vanuit de HU";"informatie van de opleiding";"handvatten van Vereniging Hogescholen, toetsexperts";"Nee";"Ja";"Ja";"Ja, namelijk ...";"- stukken tekst letterlijk overgenomen van internet
- studenten die hebben samengewerkt tijdens het tentamen

Topje van de ijsberg. Het is lastig vast te stellen en kost heel veel tijd om te achterhalen wat er precies is gebeurd. Ook is onduidelijk geweest wat de studenten bij het tentamen mochten gebruiken. 

Studenten zijn digitaal slimmer dan de docenten.";"- aanscherping van het instructieformulier bij het tentamen.
- aanscherping van de integriteitsverklaring
- andere soorten vragen
- afspraken gemaakt over een standaard inlevertijd
- handhaving van het gebruikelijke sanctiebeleid";"Nee";"Gesloten vragen (o.a. multiple-choice, ja/nee, invulvragen),Take-home tentamen,Anders, namelijk ...";"Open kennisvragen met korte casus. Hierdoor kunnen studenten makkelijker uitwisselen.";"Betere plagiaatscanner.
Examinatoren meer bewustmaken van mogelijke onregelmatigheden bij online toetsing. Meer tijd geven om dit op te sporen.";"Nee";NA;"Ja, dit heeft de volgende gevolgen:";"semantische discussie";"hbo";NA;"Groot (meer dan 25.000 studenten)";"Ja, mijn antwoorden mogen publiek gedeeld worden";NA
55;"Hoe kunnen toetsen fraudebestendig afgenomen worden in een online setting.";NA;NA;NA;NA;"1";NA;NA;NA;NA;"De fraudebestendigheid. Nadat besloten was dat online proctoring gebruikt kon worden, bleek dat dat een versie met alleen de webcam. 
Daarnaast blijkt dat het gebruikte systeem (Proctorexam) toch veel minder controleert dan gedacht. Denk aan detectie 2e monitor en 2e muis.";"examencommissie is geraadpleegd en aanpassingen zijn voorgelegd ter instemming (of niet)";"Goede contacten met onderwijsdirecteur (of degenen die het voor deze behandelen) en met examinatoren. Ook overleg met degenen die online proctoring verzorgen.";"Deze kwaliteitsaspecten wegen even zwaar, omdat...";NA;"even zwaar, want de waarde van het diploma, de kwaliteit van de afgestudeerden moet geborgd zijn.";NA;"Goede contacten met onderwijsdirecteur (of degenen die het voor deze behandelen) en met examinatoren. Ook overleg met degenen die online proctoring verzorgen.
De examencommissie heeft twijfels of dit na corona op grote schaal toegepast moet/mag worden. Ook nu al heef toetsen op locatie hoge prioriteit, dat wordt gelukkig ook op centraal niveau zo gezien.";"fraude bestendigheid";"Ja, namelijk...";"nee, want dat gebeurt op dezelfde manier als anders. [helaas kon ik niet Nee, kiezen en een toelichting geven.}";"wat er nu wel en niet met online proctoring gecontroleerd wordt. Zaken zijn nog steeds niet 100% duidelijk.";NA;NA;"Ja";NA;NA;"Ja, namelijk ...";"ondanks verbod gebruik 2e monitor.
niet houden aan afspraken/regels omtrend toetsing, terwijl student deze wel geaccepteerd heeft.";"dat was een moeizame weg. inzet tweede camera en contact met bedrijf.";"Ja, wij zien een toename met ca. 1 tot 10%";"Gesloten vragen (o.a. multiple-choice, ja/nee, invulvragen),Open vragen (o.a. korte of lange essayvragen),Take-home tentamen";NA;"technologie om contact tussen studenten te voorkomen.";"Nee";NA;"Ja, dit heeft de volgende gevolgen:";"onregelmatigheid: toets ongeldig, afhankelijk van situatie wel of niet nog steeds 2 teotsmomenten ""over""
fraude: toets ongeldig + sancties";"wo";NA;"Groot (meer dan 25.000 studenten)";"Ja, mijn antwoorden mogen publiek gedeeld worden";"Worden de uitkomsten beschikbaar gesteld?"
56;"Privacy van studenten m.b.t. proctoring: er zijn opleidingen en examencommissies binnen onze faculteit die proctoring zien als een ongewenste inbreuk op de privacy van studenten.";"Fraude tijdens tentamens: het is voor examencommissies moeilijk in te schatten of een student die tijdens een tentamen steeds wegkijkt naar een punt achter de laptop, fraude pleegt of dat hij gewoon naar bijvoorbeeld een muur achter zijn laptop kijkt. Voor examencommissies is het daarom moeilijk in te schatten of een student al dan niet fraude pleegt.";NA;NA;NA;"1";"1";NA;NA;NA;"Zie voorgaande vraag.";"Binnen onze faculteit is in de procedure opgenomen dat docenten aanpassingen in hun toetsing aan de examencommissie voorleggen. In sommige gevallen heeft de examencommissie nog aanvullende opmerkingen over de aanpassingen. Meestal worden deze aanpassingen echter goedgekeurd. De examencommissie bekijkt in haar besluitvorming uitdrukkelijk of de oorspronkelijke leerdoelen in stand blijven na aanpassing van de toetsing.";"Dit is op facultair niveau geregeld.";"Deze kwaliteitsaspecten wegen even zwaar, omdat...";NA;"Betrouwbaarheid en validiteit van toetsing zijn, corona of niet, altijd zeer belangrijke indicatoren in de toetsing. Hier heeft corona niets aan veranderd.";NA;"Zie mijn antwoord op vraag 1.";"Dat de privacy van studenten gewaarborgd blijft.";"Nee";NA;NA;NA;NA;NA;NA;NA;"Ja, namelijk ...";"We hebben meer plagiaatmeldingen ontvangen en hebben een aantal casussen ontvangen waarbij studenten met elkaar samenwerkten.";"Met ongeldigverklaring en sanctie. Op facultair niveau is aan het begin van de crisis een zogenaamde originaliteitsverklaring ingevoerd, waarbij een student een verklaring moet ondertekenen waarin staat dat zijn werk origineel en niet gekopieerd is.";"Ja, wij zien een toename met ca. 10 tot 25%";"Gesloten vragen (o.a. multiple-choice, ja/nee, invulvragen),Open vragen (o.a. korte of lange essayvragen),Take-home tentamen";NA;"Wij zijn geen detectives en kunnen daarom moeilijk inschatten of een student al dan niet fraude pleegt wanneer hij bijvoorbeeld langs zijn laptop af naar een punt in zijn kamer kijkt. Fraude is in deze gevallen moeilijk bewijsbaar.";"Nee";NA;"Nee";NA;"wo";NA;"Groot (meer dan 25.000 studenten)";"Ja, mijn antwoorden mogen publiek gedeeld worden";NA
58;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Geen";"Goedkeuring aanpassing toetsen in afwijking van hetgeen voorzien was in de toetsplannen en bekend was gemaakt aan studenten (in cursusbeschrijvingen en cursushandleidingen)";"Door een jaarlijkse controle van de toetsplannen van alle opleidingen; door proefboringen in specifieke gevallen die opvallen op basis van systematische controle van de toetsresultaten, dit mogelijk in samenspraak met de toetscommissie";"Deze kwaliteitsaspecten wegen even zwaar, omdat...";NA;"er geen wezenlijk verschil is de situatie van onderwijs al dan niet op afstand";NA;"Niet relevant voor de opleidingen (Research Masters), waar zich geen variatie in surveillance heeft voorgedaan omdat er standaard geen schriftelijke toetsen op locatie zijn voorzien: alleen take-home tentamens, werkstukken, portfolio's etc.,";"Garantie van privacy";"Ja, namelijk...";"Ja, is al gebeurd, door systematische vergelijking van eindresultaten over de afgelopen jaren. Variatie bleek minimaal.";NA;NA;NA;NA;NA;NA;"Nee";NA;NA;NA;"Gesloten vragen (o.a. multiple-choice, ja/nee, invulvragen)";NA;"Niets";"Nee";NA;"Nee";NA;"wo";NA;"Groot (meer dan 25.000 studenten)";"Ja, mijn antwoorden mogen publiek gedeeld worden";NA
59;"fraudezaken ivm toetsen op afstand; relatief hoge aantal en beperkte mogelijkheden om fraude aan te tonen";"ontwerpen fraudebestendige kennistoetsen";"toetsen van praktische vaardigheden (presentaties, archiefopdrachten, museumopdrachten)";"toetsing van stages";NA;"1";"1";"1";"1";NA;"Ontwerpen fraudebestendige kennistoetsen: ook zonder corona worden take-hometentamens afgenomen, waarin studenten de mogelijkheid hebben te overleggen. Nu zijn docenten nog te veel bezig met manieren om fraude te voorkomen; we zouden toe moeten naar toetsen waarin samenwerking geoorloofd en constructief is, maar de individuele prestatie nog steeds getoetst kan worden.";"De examencommissie heeft toestemming gegeven voor herziene toetsvormen, toegesneden op behoud van toetsing van dezelfde leerdoelen. Afgenomen toetsen onder corona-omstandigheden zijn apart geëvalueerd, en op basis daarvan zijn adviezen gegeven. Aanwijzing van examinatoren gaat generiek (minimaal BKO).";"Niet anders dan in pre-corona-omstandigheden: vaste driejarige cyclus van evaluatie van toetsing van het gehele programma, op basis van vast bestand aan gegevens: handleidingen, toetsen, rubrics, antwoordmodellen, beoordelingsformulieren, behaalde cijfers, en in het geval van eindwerkstukken ieder jaar een steekproef van 15-20% waarin ook de werkstukken zelf bekeken worden. Het vergaren van dit materiaal blijft een lastige zaak, doordat er geen adequaat systeem is om deze zaken vast te leggen (bv veel van dit materiaal verdwijnt na bepaalde tijd van Blackboard)";"Deze kwaliteitsaspecten wegen even zwaar, omdat...";NA;"er geen reden is om vanwege corona de kwaliteitseisen naar beneden bij te stellen. Er kan probleem zijn om die aspecten adequaat te toetsen, maar dat is iets anders.";NA;"Deze examencommissie heeft zich nadrukkelijk uitgesproken tegen verscherpte vormen van surveillance, en dan met name tegen online proctoring, vanwege vier doorslaggevende bezwaren: het is een onbetrouwbare vorm van controle, die tech-savvy studenten kunnen omzeilen; het is een ontoelaatbare inbreuk op de persoonlijke levenssfeer; het leidt tot omkering van de bewijslast (de student moet bij overtreding van proctoring-protocollen bewijzen dat er geen fraude is gepleegd) die op basis van ervaring van zaken bij het BCE geen juridisch stand zal houden; en het draagt bij aan wantrouwen tussen docenten en studenten, waarmee de voorwaarden voor academische uitwisseling en intellectuele ontwikkeling worden ondermijnd.";"Online proctoring is onder alle omstandigheden ontoelaatbaar. Zie hierboven. Er zou vanuit het universiteitsbestuur ook een duidelijk standpunt tegen online proctoring ingenomen moeten worden, omdat dergelijke instrumenten het academisch klimaat en de ontwikkeling van een academische habitus ernstig ondermijnen.";"Ja, namelijk...";"Het antwoord is nee (maar de reden daarvoor vindt de enquêteur blijkbaar niet interessant): examencommissie zouden als het goed is dezelfde procedures voor het evalueren van de toetsing (en daarmee van de realisatie van eindniveau) moeten kunnen hanteren. Als die procedures ontoereikend zijn, dan waren ze dat ook in pre-coronatijd ook al.";"Aanvankelijk inzicht in fraudebestendige en alternatieve vormen van toetsing, maar dit kwam al snel op gang";"Feitelijke informatie over toetsing; was altijd al probleem maar is erger geworden doordat dit tussen alle andere calamiteiten geen prioriteit had";NA;"Nee";"Ja";NA;"Ja, namelijk ...";"Samenwerken van studenten bij het maken van online kennistoetsen. Overigens: ondanks evident gelijkluidende passages in ingediende toetsen werd dit in een beroepszaak bij het CBE niet als fraude aangemerkt omdat we geen bewijs hadden van feitelijk samenwerken (zoals app-verkeer) en niet konden onderbouwen dat dergelijke overeenkomsten niet bij een van de andere 300 studenten die deelnamen te vinden zouden zijn (en derhalve toeval dat deze passages overeenkwamen niet uit te sluiten viel).
Gebruik van ongeoorloofd materiaal bij het maken van kennistoetsen (niet alleen wikipedia, maar ook materiaal uit de cursus - de laatste beperking werd door de examencommissie als problematische eis in online en take-hometentamens aangemerkt)";"Gesprek met examinatoren, deels ongeldigverklaring (maar zie 10 over rol CBE) en sanctie, instructie over fraudebestendig toetsen.";"Ja, wij zien een toename met ca. 1 tot 10%";"Gesloten vragen (o.a. multiple-choice, ja/nee, invulvragen),Open vragen (o.a. korte of lange essayvragen),Take-home tentamen,Anders, namelijk ...";"Mondeling toetsen blijkt juist goed (maar tijdrovend) alternatief voor online kennistoetsen.";"geen bijzondere wensen, anders dan spoedige ontwikkeling van adequaat systeem voor het bewaren van het materiaal dat voor evaluatie van toetsing nodig is.";"Nee";NA;"Ja, dit heeft de volgende gevolgen:";"Dus nee (jammer voor de enquêteur): dit hangt samen met de bezwaren tegen online proctoring. Het onderscheid tussen onregelmatigheid en fraude is onzinnig, als op beide een sanctie staat. Onregelmatigheden zonder feitelijk aantoonbare fraude kan nooit tot een sanctie leiden omdat in dat geval altijd in het voordeel van de student geoordeeld moet worden. Wel zijn er omstandigheden denkbaar die adequate toetsing belemmeren (uitvallen online systeem, bugs in een programma, verloren gaan van digitale informatie) op grond waarvan de toets als geheel ongeldig verklaard kan worden, maar dit is niet anders dan in live omstandigheden (te weinig papier, lawaai op de toetslocatie etc)";"wo";NA;"Groot (meer dan 25.000 studenten)";"Ja, mijn antwoorden mogen publiek gedeeld worden";NA
61;"Het beoordelen van alternatieven voor de toetsing van vakken die voorheen schriftelijk op zaal afgenomen werden.";"De vele mogelijkheden die er zijn om te frauderen bij online proctored tentamens. Wij hebben daarom afgezien van deze vormen van tentamineren.";NA;NA;NA;"1";"1";NA;NA;NA;"Kan een online proctored tentamen net zo betrouwbaar afgenomen worden als een tentamen op zaal met een surveillant m.b.t. het voorkomen van fraude.";"Wij hebben geen toetsen hoeven uit te stellen, maar hebben voor alle tentamens die voorheen schriftelijk op zaal werden afgenomen een alternatief kunnen goedkeuren dat door de examinator aan ons is voorgelegd. Helaas is door het wegvallen van de schriftelijke toetsing het aanbod in verschillende toetsvormen afgenomen.";"Voor elk vak moet de wijze van toetsing vastgelegd worden in de studiegids. Als een docent / examinator daarvan wil afwijken moet dat vooraf aangevraagd worden bij de Examencommissie. Docent moet aangeven of met het alternatief nog steeds alle leerdoelen getoetst worden. Wij beoordelen dit en geven als we dat aangetoond zien ons akkoord.";"Deze kwaliteitsaspecten wegen even zwaar, omdat...";NA;"De toetsing altijd op orde moet zijn. Covid-19 of niet.";NA;"Wij hebben niet ingestemd met online proctored tentamens. Wij hebben de docenten die wel een online tentamen afgenomen hebben gevraagde de toetstijd te beperken zodat overleg tijdens het tentamen nauwelijks mogelijk is. Bovendien moet men dan werken met een uitgebreidere set van vragen waar elke student een bepaalde selectie in wisselende volgorde of met andere data voorgelegd krijgt. Daarnaast is deze docenten verzocht om na afloop van het tentamen via een mondelinge steekproef te controleren of studenten de stof echt begrijpen en waar mogelijk ook de plagiaatscan software in te zetten.";"Het moet betrouwbaar zijn in functioneren en alle opties van mogelijke frauduleuze handelingen moeten echt uitgesloten zijn of direct te traceren zijn.
Tevens moeten de kosten beperkt / acceptabel blijven.";"Nee";NA;NA;NA;NA;NA;NA;NA;"Nee";NA;NA;NA;"Gesloten vragen (o.a. multiple-choice, ja/nee, invulvragen),Open vragen (o.a. korte of lange essayvragen),Take-home tentamen";NA;"Een bewezen methode van online proctoring waarbij de maatregelen vooraf garanderen dat fraude niet / nauwelijks mogelijk is en als men wel fraudeert dit onomstotelijk te bewijzen valt.
Slimme ICT'ers zijn de huidige online proctored pakketen te slim af. Daarnaast kun je met 1 camera in front van de kandidaat niet zien wat of wie er zich allemaal in de ruimte bevind.";"Nee";NA;"Ja, dit heeft de volgende gevolgen:";"Bij een onregelmatigheid is fraude niet aangetoond, maar wordt het tentamen wel ongeldig verklaard. Bij fraude volgt nog een (extra) sanctie voor de betreffende student.";"wo";NA;"Groot (meer dan 25.000 studenten)";"Ja, mijn antwoorden mogen publiek gedeeld worden";NA
63;"fraudegevoeligheid toetsen op afstand";"onregelmatigheden bij online proctoring t.g.v. slechte verbindingen";"hoeveelheid tijd en personen gemoeid bij beoordeling onregelmatigheden tijdens toetsen op afstand";NA;NA;"1";"1";"1";NA;NA;"alle hierboven genoemde aspecten, want daar zijn (nog) geen oplossingen voor";"uitstel van toetsing, kwaliteitsborging van alternatieve toetsvormen";NA;"Deze kwaliteitsaspecten wegen zwaarder, omdat...";NA;NA;"onzekerheid over deze kwaliteitsaspecten";"online proctoring leidt te vaak tot onregelmatigheden buiten de schuld van de student, en fraude plegen is te gemakkelijk.";"afschaffen";"Nee";NA;NA;NA;NA;NA;NA;NA;"Ja, namelijk ...";"studenten weten het checken van spiekmogelijkheden te omzeilen.";"ongeldigverklaring en uitsluiten deelname aan de cursus in het lopende studiejaar";"Ja, wij zien een toename met ca. 25 tot 50%";"Take-home tentamen";NA;NA;"Nee";NA;"Ja, dit heeft de volgende gevolgen:";"In de consequenties voor de student maakt dat geen verschil.";"wo";NA;"Groot (meer dan 25.000 studenten)";"Ja, mijn antwoorden mogen publiek gedeeld worden";NA
64;"Fraude en plagiaat bij toetsing op afstand";"Afwezigheid van toelatingsexamenkandidaten bij toetsen.";"Werkdruk bij docenten en bedrijfsbureau waardoor de kwaliteit van toetsing en de organisatie eromheen onder druk komt te staan.";NA;NA;"1";"1";"0";NA;NA;"De voordelen/mogelijkheden van toetsen op afstand juist onderzoeken en afwegen wat we eventueel hiervan willen behouden.";"De examencommissie heeft meegedacht over de vorm van alternatieve toetsing, deze beoordeeld en uiteindelijk goedgekeurd samen met de toetscommissie. 
Een werkgroep bestaande uit CTO-leden en leden van de toetscommissie heeft de manager geadviseerd over fraudebeperkende maatregelen.";"Via formele en informele overleggen met manager en bedrijfsbureau.";"Deze kwaliteitsaspecten wegen even zwaar, omdat...";NA;"de hogeschool aangaf dat de kwaliteitseisen voor de kandidaten even hoog moesten zijn als voor de Corona-periode.";NA;"De hogeschool heeft aangegeven dat online protoring niet mocht vanwege de privacy-wetgeving, dus dat is niet ingezet. Onze commissie volgt die lijn.";"Toestemming van de hogeschool. Er mogen alleen vormen ingezet worden die de privacy van studenten waarborgen. Vormen dus waarbij geen gebruik wordt gemaakt van webcams.";"Nee";NA;"Rol van de commissie ten opzichte van manager en docenten.";NA;NA;"Ja";NA;NA;"Ja, namelijk ...";"Plagiaat bij schrijftoetsen.";"Sancties voor de kandidaat en aanpassing informatievoorziening.";"Nee";"Gesloten vragen (o.a. multiple-choice, ja/nee, invulvragen),Open vragen (o.a. korte of lange essayvragen)";NA;"Middelen om de identiteit van kandidaten te waarborgen (degene die zegt dat hij die toets heeft gemaakt, heeft het ook werkelijk gedaan).";"Nee";NA;"Ja, dit heeft de volgende gevolgen:";"Onregelmatigheden wijzen op fouten aan onze kant en leiden niet tot sancties voor de kandidaat; fraude daarentegen wel.";"hbo";NA;"Groot (meer dan 25.000 studenten)";"Ja, mijn antwoorden mogen publiek gedeeld worden";NA
67;"Kennistoetsen in een ongecontroleerde omgeving";NA;NA;NA;NA;"0";NA;NA;NA;NA;"Een duidelijk protocol voor online toetsen, waarbij het essentieel is dat de examinandus in beeld is, zich voor de camera legitimeert en het geluid aan zijn kant steeds laat aanstaan.";"Alle alternatieve toetsen zijn door de examencommissie in samenspraak met de toetscommissies beoordeeld.";"De beschrijving van de feitelijke inrichting van de toetsing is wat betreft de toetsing in gecontroleerde ruimten voldoende vastgelegd in onder meer de hogeschoolgids. Voor het online toetsen gaat het vooral om een protocol. Proctoring is door de verregnaade beperkingen van de AVG een kwetsbare optie: om die reden alleen online als de examinandus instemt met beeld en geluid permanent aan, terwijl het gaat om een mondelinge toets of een assessment. Kennis- en vaardigheidstoetsen moeten in een gecontroleerde omgeving worden afgenomen. Corona of geen corona.";"Deze kwaliteitsaspecten wegen even zwaar, omdat...";NA;"Waarom zou er een kwaliteitsconcessie worden gedaan? Studenten moeten niet gedskwalificeerd kunnen worden op 'je  bent eentje van het Coronajaar'.  het borgen van de kwaliteit is wel lastiger geweest.";NA;"Er was doordat proctoring  niet was toegestaan, geen surveillance bij toetsen op afstand. Wel is er nauwkeurig gecontroleerd op fraude (zelfde antwoorden in zelfde bewoordingen enz.)";"In principe aanpassing AVG. Maar nu dat niet een realistische optie lijkt, is proctoring te kwetsbaar.";"Ja, namelijk...";"De aandacht voor borging is en blijft groot, waarbij uiteraard kritisch wordt gekeken of de kwaliteit van het eindniveau correct wordt aangetoond. Dat was voor Corona ook zo.";"Welke ruimte geeft de AVG in het kader van proctoring?";"In hoeverre is proctoring een betrouwbare surveillance?";"Welke toetsvormen zijn op afstand in een niet gecontroleerde ruimte (online of offline) betrouwbaar af te nemen.";"Ja";"Ja";"Nee";"Ja, namelijk ...";"Examinandi werken samen door buiten de computer waarmee het tentamen wordt gemaakt via andere devices kennis en antwoorden uit te wisselen.
Examinandi die het computerprogramma beïnvloeden door door met de tijden waarop de toets openstaat te knoeien zodat ze langer en/of later de toets kunnen maken zonder dat het computerprogramma dit merkt.
Er zijn opeens gevallen van examinandi met fotografische geheugens die passages tot en met de voetnootaanwijzingen kunnen reproduceren.";"Examinandi zijn nooit blij als ze worden gepakt.";"Ja, wij zien een toename met ca. 10 tot 25%";"Gesloten vragen (o.a. multiple-choice, ja/nee, invulvragen),Open vragen (o.a. korte of lange essayvragen),Take-home tentamen";NA;"Nogmaals, proctoring is de minst slechte manier wellicht, maar te kwetsbaar door de AVG.";"Ja, namelijk..";"Fraude en plagiaat worden bij ontdekking altijd nauwkeurig onderzocht en alleen als er sluitend bewijs is gesanctioneerd. Sancties zijn proportioneel en niet zwaarder door Corona.";"Ja, dit heeft de volgende gevolgen:";"Fraude is competentie examencommissie, onregelmatigheid is competentie directie.";"hbo";NA;"Groot (meer dan 25.000 studenten)";"Ja, mijn antwoorden mogen publiek gedeeld worden";NA
